0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
3993,sabele,verb,to slaughter an animal according to the Muslim ritual by slitting the throat while,sabele sapi sapulu iku,slaughter ten head of cattle,,,,,,,,,,,,,,,,,,
3994,sabe-sabel,noun,shin,,,,,,,,,,,,,,,,body,,,,
3995,sabi,,,,,,,,,,,,,,,,,,,,,sabi-sabi akang,
3996,sabi,verb,to ignite s.t. (firewood),,,,,,,,,,,,,,,,,,,pasabi akang,
3997,sabi,verb,to organize s.t. (firewood) so that the dead wood ignites first then fresh wood can be,,,,,,,,,,,,,,,,,,,,
3998,sabil,noun,"kind of long sword, scythe",,,,,,,,,,,,,,,,tool,,udang sabil,,
3999,sabua,numeral,one,,,,,,,,,,,,,,,,,,habua,basabua,
4000,sabua,intransitive verb,"to become one, to unite",,,,,,,,,,,,,,,,,,,basabua akang,
4001,sabua,intransitive verb,"to bring things together, to unite",,,,,,,,,,,,,,,,,,,,
4002,sabung,noun,soap,,,,,,,,,,,,,,,,,,,,
4003,sabán,noun,the eighth month of the Islamic calendar,,,,,,,,,,,,,,,,,,,,
4004,sabán,,,,,,,,,,,,,,,,,,,,saba/ng,,
4005,sabáng,,,,,,,,,,,,,,,,,,,,saba/n,,
4006,sabáp,noun,"cause, reason",aku ni ada sabapina ni,"As for me, I have the reason for this",,,,,,,,,,,,,,,,,,
4007,sabáp,conjunction,because,itu tala memang banar sabáp tala mujadi galip inycana,It's certainly true because it has,,,,,,,,,,,,,,,,,,
4008,sadaká,noun,alms,,,,,,,,,,,,,,,,,,,basadaká,
4009,sadaká,intransitive verb,to give alms,,,,,,,,,,,,,,,,,,,,
4010,sadangkang,conjunction,"while, whereas",,,,,,,,,,,,,,,,,,sedangkang ... ke,,
4011,sadia,,,,,,,,,,,,,,,,,,,,,sadiai,
4012,sadia,transitive verb,to prepare s.t. for someone,Sadiai aku lapát hadiki,Why don't you fix me some rice cakes?,,,,,,,,,,,,,,,,,sadia akang,
4013,sadia,transitive verb,to prepare s.t. at another's request,Sadia akang pakakasiku barikang aku yogo ka lau.,"Get my fishing gear ready, I'm",,,,,,,,,,,,,,,,,,
4014,sadiki,pronoun,"a little, a few",,,,,,,,,,,,,,,,,,hadiki,,
4015,sadáng,intransitive verb,moderate (in behavior or wealth),,,,,,,,,,,,,,,,,,,,
4016,sadáng,conjunction,"whereas, however",,,,,,,,,,,,,,,,,,seda/ng,,
4017,saku,noun,"kind of pouch worn in a sash around o.'s waist, an article of female clothing",,,,,,,,,,,,,,,,clothing,,,,
4018,sakul,verb,"to stab s.t. with a spear, esp. with a downward jab, to hurl a spear at someone or s.t.",,,,,,,,,,,,,,,,,,,sakuli,
4019,sakul,verb,to cast s.t. downward (to a specific place),,,,,,,,,,,,,,,,,,,sakul akang,
4020,sakul,verb,to cast s.t. at someone's request,,,,,,,,,,,,,,,,,,,basakul,
4021,sakul,intransitive verb,to work at extracting sago in such a manner,ari bai kami tolu urang basakul ambulung hakayu sigodo dumik,Yesterday the three of,,,,,,,,,,,,,,,,,sasakul,
4022,sakul,noun,"prising bar, mattock for scraping sago pith ..panyakulang",,,,,,,,,,,,,,,,,,,,
4023,sakul,noun,"the site or place where the sago is scraped, workplace",,,,,,,,,,,,,,,,tool,,panyakulang,,
4024,sakulát,noun,"kind of tree, cacao,, kind of beverage, cocoa",,,,,,,,,,,,,Theobroma cacao,,,plant,,,,
4025,sakupa,noun,tackle box,,,,,,,,,,,,,,,,fishing,,,,
4026,sakurang-kurangnya,conjunction,at least,,,,,,,,,,,,,,,,,,,,
4027,sala,intransitive verb,incorrect,,,,,,,,,,,,,,,,,,,salai,
4028,sala,verb,"to miss, to be off target",,,,,,,,,,,,,,,,,,,sala-sala,
4029,sala,intransitive verb,"mixed up, somewhat wrong",,,,,,,,,,,,,,,,,,,,
4030,salagáng,noun,"a half coconut, the flesh of which has been partially scraped",,,,,,,,,,,,,,,,,,,,
4031,salahát,noun,"kind of trap in which a large piece of timber falls on and crushes the prey, kind of booby-trap using such a mechanism to protect a house or village from intruders",,,,,,,,,,,,,,,,,,"sungga, lika-lika, tamboang",,
4032,salak,noun,"kind of palm, the Salacca palm,",,,,,,,,,,,,,Zalacca edulis,,,plant,,,,
4033,salamanetu,noun,kind of fish,,,,,,,,,,,,,,,,fish,,,,
4034,salamat,noun,"safety, peace, salvation",doa salamat,a propitiatory meal (preceded by ritual prayer),,,,,,,,,,,,,,,,,,
4035,salapa,noun,"kind of round scoop net, used for small fish",,,,,,,,,,,,,,,,fishing,,,,
4036,salapang,numeral,nine,,,,,,,,,,,,,,,,,,,,
4037,salasa,noun,Tuesday,,,,,,,,,,,,,,,,,,,,
4038,salatang,noun,"a point of the compass, south",,,,,,,,,,,,,,,,,,,,"salatang manunggara \df a point of the compass, south-southeast \df a rainy season characterized by high seas and wind storms"
4039,salawa,verb,to sharpen s.t. (a blade) (without water),,,,,,,,,,,,,,,,,,,salawai,
4040,salawa,verb,to sharpen s.t. for someone,,,,,,,,,,,,,,,,,,,salawa akang,
4041,salawa,verb,to sharpen s.t. at someone's request,,,,,,,,,,,,,,,,,,,basalawa,
4042,salawa,intransitive verb,to be engaged in sharpening a blade,,,,,,,,,,,,,,,,,,asa,,
4043,salawat,noun,"a laudation of the prophet Muhammad recited by the congregation repeatedly, usually",,,,,,,,,,,,,,,,,,,basalawat,
4044,salawat,intransitive verb,to engage in reciting this laudation,,,,,,,,,,,,,,,,,,doit salawat,,
4045,sale,verb,"to smoke s.t. (fruit or fish), to preserve or cure s.t. by exposure to smoke",lao sale,smoked fish,,,,,,,,,,,,,,culinary,,,salei,
4046,sale,verb,to smoke s.t. for someone,salei aku lao hadiki,"Smoke some fish for me, please",,,,,,,,,,,,,,,,,sale akang,
4047,sale,verb,to smoke s.t. at someone's request,,,,,,,,,,,,,,,,,,,basale,
4048,sale,intransitive verb,to engage in smoking fish,,,,,,,,,,,,,,,,,,,panyaleang,
4049,sale,noun,a rack or place to smoke fish,,,,,,,,,,,,,,,,,,,,
4050,salendang,noun,kind of sash or shawl,,,,,,,,,,,,,,,,clothing,,kudung,,
4051,salia,noun,sarong,,,,,,,,,,,,,,,,clothing,,,,"salia sambeang \df sarong worn during prayer \df cloth, salia paokop \df blanket, salia pasaoang \df cloth for carrying infants <sling>, salia puti \df burial shroud \af  saliai \ps  v \df to clothe someone or s.t. with a sarong \af  salia akang \ps  v \df to clothe someone or s.t. at someone's request \af  basalia \ps  vi \df to wear a sarong \af  pasaliai \ps  v \df to wrap someone with cloth (e.g. a towel, a blanket) as if it were a sarong \il  pasaliai adimu nang handuk  Wrap a towel around your little sister (and fasten it like a sarong) \df to clothe someone very carefully in a sarong (e.g. when assisting a bride dressing for her wedding) \af  pasaliai akang \ps  v \df to clothe someone in a sarong or sarong-like article of clothing at someone's request"
4052,salobar,noun,brackish (of water),,,,,,,,,,,,,,,,,,togor-togor,,
4053,saloi,noun,"kind of basket, carried on the back",,,,,,,,,,,,,,,,utensil,,,,
4054,salong,noun,"damar resin, damar torch",,,,,,,,,,,,,,,,,,,salongi,
4055,salong,verb,"to shine a light on s.t., esp. with a damar torch or taper",,,,,,,,,,,,,,,,,,,basalongi,
4056,salong,intransitive verb,"to look for things with a light, esp. a torch",,,,,,,,,,,,,,,,,,,panyalongi,
4057,salong,verb,to illumine s.t. by focusing a light on it,si halima panyalongi anuna ia yang rodak de pake-pakerapuna,Halimah was using a,,,,,,,,,,,,,,,,,manyalong,
4058,salong,intransitive verb,"to search for seafood in tidal pools, esp. by torchlight <illumine>",,,,,,,,,,,,,,,,,,,manyalongi,
4059,salong,intransitive verb,to look for things with a torch or other light,,,,,,,,,,,,,,,,,,,,
4060,salu,verb,to pick up and to shape sago meal into containers,,,,,,,,,,,,,,,,sago,,,basalu,
4061,salu,intransitive verb,to be engaged in shaping sago meal,,,,,,,,,,,,,,,,sago,,,,
4062,salu-salu,noun,"kind of disease, similar to measles",,,,,,,,,,,,,,,,health,,,,
4063,saláng,,,,,,,,,,,,,,,,,,,,basala/ng,,
4064,sama skali,adverb,"completely, in toto",manusia sama skali luang,Everyone (people in toto) fled,,,,,,,,,,,,,,,,,,
4065,samangka,noun,"kind of vine bearing edible fruit, watermelon",,,,,,,,,,,,,Citrullus lanatus,,,plant,,,,
4066,sama,intransitive verb,"same, equivalent",tala sama ga sarupa ga,"It was the same, exactly the same",,,,,,,,,,,,,,,,,,sama nang \df the same as \il  harga sama nang ruma itu a price the same as that house
4067,sama,preposition,with,,,,,,,,,,,,,,,,,Indonesian,nang,,
4068,samaput,intransitive verb,"to lose consciousness, to faint",,,,,,,,,,,,,,,,,,,,
4069,samat,verb,"to fix together two pieces by skewering or pinning them togther, e.g. to make a",,,,,,,,,,,,,,,,,,,samati,
4070,samat,verb,to  pin s.t. to s.t.,,,,,,,,,,,,,,,,,,,samat akang,
4071,samat,verb,to affix s.t. (by pinning) for someone else,,,,,,,,,,,,,,,,,,,basamat,
4072,samat,intransitive verb,to be engaged in pinning or fixing things together,,,,,,,,,,,,,,,,,,,,
4073,sambal,,,,,,,,,,,,,,,,,,,,dabu-dabu sambal,,
4074,sambar,verb,"to lunge and attack, to dive and swipe at (of predatory birds or fish)",,,,,,,,,,,,,,,,,,,,
4075,sambeang,intransitive verb,to perform the Muslim prayer ritual,,,,,,,,,,,,,,,,spiritual,,,basambeang,
4076,sambeang,intransitive verb,to engage in performing the Muslim prayer ritual,,,,,,,,,,,,,,,,spiritual,,,,
4077,sambei,verb,to exchange s.t. (for s.t. else),,,,,,,,,,,,,,,,,,,sambei akang,
4078,sambei,verb,to exchange s.t. (for s.t. else) at someone's request,,,,,,,,,,,,,,,,,,,basambei,
4079,sambei,verb,to engage in bartering or exchanging o. thing for another,,,,,,,,,,,,,,,,,,,,
4080,sambilu,noun,the outer bark of certain kind of bamboo; this serves as a sharp blade,,,,,,,,,,,,,,,,,,sasambiluna bawi,,
4081,sambut,verb,"to reply to s.t., to respond to s.t., to greet someone's arrival",sambut carita,to respond to a conversation (by contributing to it),,,,,,,,,,,,,,,,,basambut,
4082,sambut,intransitive verb,to engage in greeting an arrival,,,,,,,,,,,,,,,,,,,,
4083,sampat,verb,"to elevate s.t., to put s.t. in a high place, to carry s.t. on the head",Si sapi musampat tiola de bangkurunga ia.,Sapi put his feet on his (friend's) back,alengo pasi basasa mena pasi muli musampat pasasa:ng de kapala buluta,Just now they,,,,,,,,,,,,,,,sampat akang,
4084,sampat,verb,"to put in a high place at another's request, to elevate for someone",,,,,,,,,,,,,,,,,,,basampat,
4085,sampat,intransitive verb,"to be seated (on an elevated place, e.g. a chair not the floor)",,,,,,,,,,,,,,,,,,,panyampatang,
4086,sampat,noun,the coil of cloth placed on the head to support burdens carried there,,,,,,,,,,,,,,,,,,panyjampatang,,
4087,sampe,intransitive verb,to arrive,,,,,,,,,,,,,,,,,Indonesian,,,
4088,sana,locative,there,,,,,,,,,,,,,,,,,,inycana,,
4089,sanak,noun,sibling or first cousin,ampat sanak,four brothers and sisters (in the family),,,,,,,,,,,,,,kinship,,,pasanakang,
4090,sanak,noun,"a familial unit, the relationship that pertains among siblings and first cousins",,,,,,,,,,,,,,,,,,,pasa-pasanakang,
4091,sanak,noun,the relationship that pertains among siblings with the same father but different,,,,,,,,,,,,,,,,,,,sapasanakang,
4092,sanak,noun,o. in the same extended family and at the same generational level,,,,,,,,,,,,,,,,,,,,
4093,sandal,noun,sandals,,,,,,,,,,,,,,,,,,,,
4094,sandar,transitive verb,"to bring a vehicle close to its resting place, e.g., to bring a boat next to a pier or to",,,,,,,,,,,,,,,,,,,sandar akang,
4095,sandar,verb,"to bring s.t. (a bicycle, a boat) into close contact at someone's request",,,,,,,,,,,,,,,,,,,basandar,
4096,sandar,intransitive verb,"to be in a close, esp. leaning, position",,,,,,,,,,,,,,,,,,,,
4097,sander,,,,,,,,,,,,,,,,,,,,,sanderi,
4098,sander,verb,to lean s.t. in some place,,,,,,,,,,,,,,,,,,,sander akang,
4099,sander,verb,to cause to lean against,Musander akang kumbar de itu.,Lean the sago midribs over there.,,,,,,,,,,,,,,,,,basander,
4100,sander,intransitive verb,"to lean, to lean back, to prop oneself",,,,,,,,,,,,,,,,,,,nasander,
4101,sander,intransitive verb,"to be unintentionally leaned or propped against, huddled against",ia salalu nasandar imbawa,It (a fish) always is forced to be huddled close to the bottom,,,,,,,,,,,,,,,,,,
4102,sandiri,noun,self,itu aku sandiri kueti akang moyo keadaanya,As for that I myself do not understand the,,,,,,,,,,,,,,,,sasaraurang,,
4103,sang,,,,,,,,,,,,,,,,,,,,basala/ng,,
4104,sangaji,noun,"a title of hereditary nobility, a title given by the sultan to the village head of (Christian) Labuha",,,,,,,,,,,,,,,,society,,,,
4105,sangal,verb,to grab someone by the neck with one hand,,,,,,,,,,,,,,,,,,kurup,sangal akang,
4106,sangal,verb,"to pin someone's neck down with one hand, to push someone into water by grabbing the neck",,,,,,,,,,,,,,,,,,,basangalang,
4107,sangal,intransitive verb,to grab at e.o.'s neck,,,,,,,,,,,,,,,,,,,,
4108,sanggalotang api,noun,kind of plant with toxic leaves,,,,,,,,,,,,,,,,plant,,,,
4109,sanggera,,,,,,,,,,,,,,,,,,,,ndango sanggera,,
4110,sanggul,noun,hair-bun,,,,,,,,,,,,,,,,,,,basanggul,
4111,sanggul,intransitive verb,to fasten a hair-bun,,,,,,,,,,,,,,,,,,,,
4112,sanggup,intransitive verb,to be capable or sufficient,ma sanggup ka mo itu papang ilau itu,"Well, is it good enough or not, I mean the board",,,,,,,,,,,,,,,,,,
4113,sangka,transitive verb,"to assume, to reckon, to presume",Dang kusangka lao batu ga.,"Furthermore, I even thought it was a reef fish.",,,,,,,,,,,,,,,,,basasangka:ng,
4114,sangka,intransitive verb,to make mutual accusations <accuse>,,,,,,,,,,,,,,,,,,,,
4115,sao,verb,to carry on the side with one arm supporting from below,,,,,,,,,,,,,,,,,,,pasao akang,
4116,sao,verb,"to carry s.t. and place it next to s.t. of the same kind in order to make sure they are of, to make s.t. the same size or shape, e.g. by trimming it if it is too long, to even up, to unite diverse elements",,,,,,,,,,,,,,,,,,"sikut sao, salia pasaoang",,
4117,sao,noun,"kind of tree bearing edible fruit, the sapodilla",,,,,,,,,,,,,Manilkara zapota,,,plant,,,,
4118,saot,noun,the pegging or straps used to sew (thatch),,,,,,,,,,,,,,,,,,,saoti,
4119,saot,verb,to strap s.t. with bamboo lashing,,,,,,,,,,,,,,,,,,,basaoti,
4120,saot,intransitive verb,to engage in strapping thatch,,,,,,,,,,,,,,,,,,,,
4121,sa:p,,,,,,,,,,,,,,,,,,,,saba/p,,
4122,sapa,pronoun,how many,sapa meter,How many meters?,,,,,,,,,,,,,,,,,sapa-sapa,
4123,sapa,pronoun,about how many,sapa-sapa taong,approximately how many years,,,,,,,,,,,,,,,,"sabaya/, sapat-",,
4124,sapa-,numeral,a fractional part,,,,,,,,,,,,,,a numeral marker indicating fractional divisions,,,,sapadua,,
4125,sapabiniang,,,,,,,,,,,,,,,,,,,,bini,,
4126,sapacucuang,,,,,,,,,,,,,,,,,,,,cucu,,
4127,sapadua,pronoun,"some, roughly half",,,,,,,,,,,,,,,,,,"dua, istenga, hatanga",,
4128,sapar,noun,the second month of the Islamic calendar,,,,,,,,,,,,,,,,,,balumbar,,
4129,saparnakang,,,,,,,,,,,,,,,,,,,,paranakang,,
4130,sapasanakang,,,,,,,,,,,,,,,,,,,,sanak,,
4131,sapat-,pronoun,"how many, in certain collocations",sapatari,how many days,sapatudang,how many months,sapaturang,how many persons,,,,,,,,,,,,"sabaya/, sapa",,
4132,sapatang,noun,one night,,,,,,,,,,,,,,,,,,,,"sapatang ini \df tonight, sapatang itu \df that night \crm  patang"
4133,sapela,noun,"crotch, genitalia",,,,,,,,,,,,,,,,body,,,sapelai,
4134,sapela,verb,"to step over s.t., to straddle s.t.",,,,,,,,,,,,,,,,,,,,
4135,sapi,noun,"cow, cattle,",,,,,,,,,,,,,Bos,,,animal,,,,
4136,sapiak,,,,,,,,,,,,,,,,,,,,,piak,
4137,saptí,noun,Saturday,,,,,,,,,,,,,,,,,,,,
4138,sapulu,numeral,"ten, marker of teens",,,,,,,,,,,,,,,,,,,,sapulu sabua \df eleven \il   sapulu dua  twelve \crm  pulu
4139,sapupu,noun,"cousin, first cousin",,,,,,,,,,,,,,,,kinship,,,,"sapupu hakali \df first cousin, sapupu duakali \df second cousin \crm  sanak"
4140,saput,verb,"to wipe s.t., to snatch s.t. away (of small thefts), to completely remove s.t. in o. sweep",alu-alungang tala musaput nyjong de sawang,The waves have washed away the,,,,,,,,,,,,,,,,,saputi,
4141,saput,verb,to wipe or rub s.t. for someone,,,,,,,,,,,,,,,,,,,saput akang,
4142,saput,verb,to wipe s.t. or to rub s.t. with cloth at someone's request,,,,,,,,,,,,,,,,,,,basaput,
4143,saput,intransitive verb,"to wipe o.'s body, to engage in wiping",,,,,,,,,,,,,,,,,,,basaput akang,
4144,saput,intransitive verb,to engage in wiping with s.t.,,,,,,,,,,,,,,,,,,,basa-basaputang,
4145,saput,intransitive verb,to wipe e.o.,,,,,,,,,,,,,,,,,,,sasaput,sasaputa ndango \ps  n \df a long utensil with a cloth or paper tip used to wipe the sago mold <wiper> \af panyaputang \ps  n \df wiping cloth or tool for leveling sago flour in molds \sf  sago \crm  manyaput
4146,sapíl,numeral,marker of teens,sapíl tolu,thirteen,,,,,,,,,,,,,casual,,,,,
4147,saradina,noun,"kind of fish, the bony bream or hair-back herring,",,,,,,,,,,,,,Nematolosa come,,,fish,,,,
4148,sarampa,noun,measles,,,,,,,,,,,,,,,,health,,salu-salu,,
4149,sarampang,noun,trident,,,,,,,,,,,,,,,,tool,,,,
4150,sarani,noun,the Christian religion,manusia sarani,a Christian,,,,,,,,,,,,,,,,,,
4151,sara,,,,,,,,,,,,,,,,,,,,,sara akang,
4152,sara,verb,"to hand over s.t., to present s.t.",,,,,,,,,,,,,,,,,,,nasara,
4153,sara,intransitive verb,to have spread (of disease),panomu itu tala nasara de aku itu,That skin fungus has spread to me,,,,,,,,,,,,,,,,,,
4154,sara,,,,,,,,,,,,,,,,,,,,hakim sara,,
4155,sararó,intransitive verb,to squat on o.'s haunches,,,,,,,,,,,,,,,,,,,basararó,
4156,sararó,intransitive verb,to squat for some time,,,,,,,,,,,,,,,,,,,,
4157,sarawaki,noun,"kind of short-spined sea urchin, perhaps",,,,,,,,,,,,,Asthenosoma varium,,,sea creature,,,,
4158,sari,noun,one day,,,,,,,,,,,,,,,,,,ari,,sari ini \df today
4159,sarini,,,,,,,,,,,,,,,,,,,,sari,,
4160,saritu,particle,"then, at that time",,,,,,,,,,,,,,,,,,,,
4161,saroa,noun,"kind of edible sea urchin, class Echinoidea",,,,,,,,,,,,,,,,sea creature,,,,
4162,sarok,transitive verb,"to scatter s.t. by tossing upward, esp. in a crowd (i.e., rice at a wedding, coins in a crowd)",,,,,,,,,,,,,,,,,,,saroki,
4163,sarok,verb,to bombard with s.t.,saroki doit,to scatter money,,,,,,,,,,,,,,,,,sarok akang,
4164,sarok,verb,to toss and scatter s.t. at someone's request,,,,,,,,,,,,,,,,,,,basarok,
4165,sarok,intransitive verb,to throw colored rice at a wedding,,,,,,,,,,,,,,,,,,,,
4166,sarosap,,,,,,,,,,,,,,,,,,,,,nasarosap,
4167,sarosap,intransitive verb,to feel a twinge of pain because s.t. has gotten into or pressed  against a wound,,,,,,,,,,,,,,,,,,,,
4168,sartu,,,,,,,,,,,,,,,,,,,,,sartui,
4169,sartu,verb,to cleanse ritually defiled objects with clay,,,,,,,,,,,,,,,,spiritual,,,basartu,
4170,sartu,intransitive verb,to cleanse o.s. of serious ritual impurity by rubbing with  clay,,,,,,,,,,,,,,,,spiritual,,,,
4171,saruma,noun,"friend, co-worker, colleague",basaláng nang saruma batikang kami dangang mpu,"If you are with friends, say ""We",,,,,,,,,,,,,,,,ruma,basaruma,
4172,saruma,intransitive verb,"to have a friend, to be friends",,,,,,,,,,,,,,,,,,,basaruma akang,
4173,saruma,intransitive verb,to introduce someone to someone else,,,,,,,,,,,,,,,,,,,basarumang,
4174,saruma,intransitive verb,"to be friends, to have a friendship",,,,,,,,,,,,,,,,,,,pasarumai,
4175,saruma,verb,"to befriend, to take someone as a friend",,,,,,,,,,,,,,,,,,,pasaruma akang,
4176,saruma,verb,to compare two objects of the same kind (to see how they may differ in detail),,,,,,,,,,,,,,,,,,,pasaruma:ng,
4177,saruma,noun,"a collection of friends, a clique, an association, friend",aku pasaruma:ng nang si musa,I am a friend of Musa,,,,,,,,,,,,,casual,,,,bapasaruma:ng,
4178,saruma,intransitive verb,to be in the state of making friends with each other,kau mutarima dangang untuk bapasaruma:ng,Do you accept me as someone with whom to,,,,,,,,,,,,,,,,ba: ruma,,
