no,headword,PoS,definition,example,translation,example.1,translation.1,example.2,translation.2,example.3,translation.3,example.4,translation.4,example.5,translation.5,scientific name,gram category,social context,semantic field,loanword,crm,af,id,Unnamed: 24,Unnamed: 25
2322,lanyjar₇,intransitive verb,"loose (of strings), slack, easy-going",lanyjar-lanyjar hadiki mo kau,Don't you ever loosen up a little?,,,,,,,,,,,,,,,,"kalanyjarang, haria",,,,FALSE
2323,lao,noun,fish,lao ndule,roasted fish,,,,,,,,,,,,,,fish,,,,"lao ajarang \df kind of fish, the sea-horse, possibly the low-crowned sea-horse, \sn Hippocampus planifrons, fam. Syngnathidae \sf  fish, lao bandang \df kind of fish \sf  fish, lao bandera \df kind of fish, the feather-fin bullfish or the pennant coralfish, \sn Heniochus acuminatus \sf  fish, lao batu \df various kind of fish found in coral reef environments \sf  fish, lao bini \df kind of fish, possibly the sand bass \sn Psammoperca waigiensis \sf  fish, lao boki \df kind of brilliantly colored fish, the Venus tusk-fish or the blue parrot, \sn Choerodon venustus \sf  fish, lao boki ijo \df kind of fish, possibly the blue tusk-fish, {Choerodon albigena \sf  fish, lao boki baistrep \df kind of striped fish, \sn Choerodon \sf  fish, lao boki sela \df kind of fish, \sf  fish, lao busukang \df kind of very small fish, similar to ma:s, lao duriang \df kind of fish, the porcupine fish, \sn Diodon hystrix \sf  fish, lao gora \df kind of red fish with large eyes, lao idung lamak \df kind of fish, a threadfin, probably the colonial salmon, \sn Eleutheronema tetradactylum \sf  fish, lao ikur angus \df kind of fish, a herring, \sn Harengula \sf  fish, lao inggap \df kind of fish, the flying fish, \sn Cypsilurus \sf  fish, lao jawa-jawa \df kind of fish, the painted sweetlips or morowong, \sn Spilotichthys pictus \sf  fish, lao kakatua \df kind of fish, the tuskfish, \sn Choerodon \sf  fish, lao kakatua biru \df kind of fish, the purple tusk-fish or grass parrot, \sn Choerodon cephalotes \sf  fish, lao kakatua ijo \df kind of fish, the black-spot tusk-fish, \sn Choerodon schoenleinii \sf  fish, lao kiri/ng \df kind of food consisting of fish boiled in salt and a souring agent (mawe), lao kuli paser \df kind of fish, the ring-tailed surgeon-fish, \sn Acanthurus xanthopterus \sf  fish, lao kuring-kuring \df kind of white and black fish, lao mamakanga \df the time when fish feed <feeding times>, lao mati \df a time when fish are easily caught \sf  fishing, lao mbora \df kind of fish, a scad, perhaps the horse mackerel, \sn Trachurus declivis or another \sn Trachurus sp.] \sf  fish, lao nduyung \df dugong, sea cow, \sn Dugong dugong \sf  sea creature, lao  nggura-nggurat \df kind of light colored fish, lao noru \df kind of fish, lao papi: \df kind of black, thick-skinned fish with a small mouth, lao papua \df kind of fish, the peacock damsel-fish or sapphire demoiselle, \sn Pomacentrus pavo \sf  fish, lao puka \df kind of fish, possibly the red morwong, \sn Cheilodactylus fuscus \sf  fish, lao puti \df kind of fish, the iodine bream or the collared sea-bream, \sn Gymnocranius bitorquatus \sf  fish, lao raci \df kind of fish, the black-banded kingfish, \sn Seriolina nigrofasciata \sf  fish, lao roya \df kind of fish, similar to the garfish, lao ruma-ruma \df kind of fish similar to  mackerel, lao susumbilang \df kind of catfish, order Siluriformes, lao tajang \df kind of fish, a rabbitfish, possibly the golden-lined spinefoot, \sn Siganus guttatus \sf  fish, lao tampalong \df kind of fish, the two-banded Anemone fish, \sn Amphiprion akindynos \sf  fish, lao tatar \df kind of fish, the hairtail, \sn Trichurus savala \sf  fish, lao tatar batulang \df kind of fish, the wolf herring or knife-fish, \sn Chirocentrus dorab \sf  fish, lao tatar sabel \df kind of fish \sf  fish, lao tutuk \df kind of food made of dried fish pounded into small pieces or fragments \crm  aliofa \crm  alu alu \crm  anasage \crm  ane/i \crm  awakang \crm  balanak \crm  balukus \crm  bambano/t \crm  bibisang \crm  bigo \crm  bukuraci \crm  butu cina \crm  cacawilu \crm  cambaekat \crm  dalise \crm  daun baru \crm  dolosi \crm  gaca \crm  ginogi \crm  gogo lobo \crm  ilik \crm  iyu \crm  kabila \crm  kakalentik \crm  kapa-kapas \crm  kapala madang \crm  kapala togor \crm  koco-koco \crm  kokorai \crm  kolouno \crm  korat \crm  kotong \crm  kuisi \crm  lalo/p \crm  lolot \crm  lompa \crm  lompa-lompa \crm  lopi \crm  lopu \crm  lumpa-lumpat \crm  malaing \crm  mame/s \crm  maosik \crm  ma:s \crm  mata buku \crm  mata mambar \crm  mbaurat \crm  modalo karang \crm  mofil \crm  momar \crm  nanggoap \crm  ndaeping \crm  nggupi \crm  nonda \crm  nguti-nguti \crm  ondal \crm  pampang \crm  pangga \crm  papi/ \crm  pogot \crm  pulang-pulang \crm  puyu-puyu \crm  raja bau \crm  rantasi \crm  ruma-ruma \crm  sagalu/: \crm  salamanetu \crm  saradina \crm  sidar \crm  sikuda \crm  siloang \crm  singarok \crm  siwi \crm  soga \crm  sogili \crm  sorihi \crm  sulang \crm  sumbilang \crm  suo \crm  suru \crm  tampar puki \crm  tanggiri \crm  tatambola \crm  titiora \crm  toang \crm  tolap \crm  tolouro \crm  tontong \crm  totuko \crm  turumpe/t \crm  uhi \crm  utur \crm  wang",,FALSE
2324,lap,verb,to slap someone,,,,,,,,,,,,,,,casual,,,,,,,FALSE
2325,lapangan,,,,,,,,,,,,,,,,,,,,lapangang,,,,FALSE
2327,lapas₁,intransitive verb,to be released,,,,,,,,,,,,,,,,,,,lapas akang,,,FALSE
2328,lapas₂,verb,to release something,,,,,,,,,,,,,,,,,,,nalapas,,,FALSE
2329,lapas₃,intransitive verb,to be accidentally released or removed,Sandaliku nalapas.,My sandals came off.,,,,,,,,,,,,,,,,,,,,FALSE
2330,lapetak,noun,"garden at some distance from one's house, swidden",,,,,,,,,,,,,,,,,,,,"lapetak jurame \df swidden in secondary forest, lapetak kayuang \df swidden in primary forest \af  balapetak \ps  vi \df to cultivate the land, to work in one's garden",,FALSE
2331,lapisan,noun,layer,,,,,,,,,,,,,,,,,,,,,,FALSE
2332,lap-lap,noun,"dishtowel, napkin",,,,,,,,,,,,,,,,,,,,,,FALSE
2333,lapor₁,intransitive verb,"to report someone, to present someone to fulfill a certain requirement","basaláng talapor mo, tapabua tu kira-kira deminyá itu","If we do not report, how do you",,,,,,,,,,,,,,,,,,,,FALSE
2334,lapor₂,verb,to report something,,,,,,,,,,,,,,,,,,,,,,FALSE
2335,lapát,noun,,,,,,,,,,,,,,,,,,,,,,,FALSE
2336,lawang,,,,,,,,,,,,,,,,,,,,kayu lawang,,,,FALSE
2337,lawér,intransitive verb,"to walk aimlessly, to travel around to no specific purpose, to wander",,,,,,,,,,,,,,,,,,,,,,FALSE
2338,laíf,intransitive verb,"confused, forgetful, flighty, drunk",,,,,,,,,,,,,,,codeword,,,,,,,FALSE
2339,lebe,,,,,,,,,,,,,,,,,,,,lebi,,,,FALSE
2340,lebi,noun,more,tatapi tala pake senso sabap senso lebi capát,But we already use chainsaws because,,,,,,,,,,,,,,,,,,"lebi daulu \df first of all (in a sequence), lebi majang \df it would be better \il  lebi majang balampo ka taala suligi You had better go off and maybe get a sharpened stake. \crm  lemajang, lebi sisa \df even more, all the more so \il  sero ia tama lebi sisa As for a stationary fish trap, they (fish) go in in even greater numbers.",,FALSE
2341,lecak,noun,"earth, soil, sand, esp. granules that get into one's house, sand mixed with dirt on the streets, land, esp. as property, real estate",tatanyai itu lecak puang siá lecaka ini,We ask first about the land,whose land is this?,,,,,,,,,,,,,,,,,lecak bata \df clay \crm  katang,,FALSE
2342,lefo₁,noun,"an abbreviated, learner's version of the Quran",,,,,,,,,,,,,,,,spiritual,,,,,,FALSE
2343,lefo₂,intransitive verb,to write,,,,,,,,,,,,,,,,,,,lefoi,,,FALSE
2344,lefo₃,transitive verb,to write something for someone,,,,,,,,,,,,,,,,,,,balefo,,,FALSE
2345,lefo₄,intransitive verb,to engage in writing,,,,,,,,,,,,,,,,,,,palefoang,,,FALSE
2346,lefo₅,noun,"writing instruments, something written, a text",,,,,,,,,,,,,,,,,,,,,,FALSE
2347,leger,noun,curb,,,,,,,,,,,,,,,,,,,,,,FALSE
2348,lele₁,,,,,,,,,,,,,,,,,,,,,lele akang,,,FALSE
2349,lele₂,transitive verb,to bend something into a curve (e.g. to make an arch),,,,,,,,,,,,,,,,,,,nalele,,,FALSE
2350,lele₃,intransitive verb,"to be bent in a curve (e.g., to arch because of heavy weights on each side, to sag",,,,,,,,,,,,,,,,,,,,,,FALSE
2351,lelempe₁,noun,kind of pancake of sago flour,,,,,,,,,,,,,,,,sago,,,,,,FALSE
2351,lelempe₂,noun,kind of pancake of sago flour,,,,,,,,,,,,,,,,food,,,,,,FALSE
2352,leleáng₁,noun,"one who joins in cooperative work, someone who helps at a ritual meal <server> <helper>",,,,,,,,,,,,,,,,,,,baleleáng,,,FALSE
2353,leleáng₂,intransitive verb,"to help at a ritual meal, to participate in a community or family task",,,,,,,,,,,,,,,,,,,,,,FALSE
2354,lem,exclamation,yes,,,,,,,,,,,,,,,polite,,,jo,,,,FALSE
2355,lemajang,particle,it would be better,Lemajang kau babose ka da:.,You'd better paddle back to shore.,lemajang pabua kalero,It's better to build a bonfire.,,,,,,,,,,,,,,majang,,,,FALSE
2356,lema-lema,noun,kind of ropes (used for sails),,,,,,,,,,,,,,,,boat,,,,"lema-lema bini-bini \df the lower rigging of sails \sf  boat, lema-lema laki-laki \df the upper rigging of sails \sf  boat",,FALSE
2357,lembong₁,,,,,,,,,,,,,,,,,,,,,lembong akang,,,FALSE
2358,lembong₂,transitive verb,"to cause something to drift in the wind (by cutting a kite's line, by tossing sheets of paper in the air, etc.)",,,,,,,,,,,,,,,,,,,balembong,,,FALSE
2359,lembong₃,intransitive verb,"to waft in the wind, to be borne on an updraft",,,,,,,,,,,,,,,,,,,,,,FALSE
2360,lena₁,verb,"to woo someone, to go with someone",Kulena ia.,I'm courting her.,,,,,,,,,,,,,,,,,balena,,,FALSE
2361,lena₂,intransitive verb,"to be courting, to be flirtatious",,,,,,,,,,,,,,,,,,,,,,FALSE
2362,lendang,,,,,,,,,,,,,,,,,,,,bido lendang,,,,FALSE
2363,lengit₁,intransitive verb,to disappear,,,,,,,,,,,,,,,,,,,lengit akang,,,FALSE
2364,lengit₂,transitive verb,to cause something or someone to disappear,Musu yang hadiki mulengit akang musu yang barisi.,A handful of enemies cause a,,,,,,,,,,,,,,,,,balengit,,,FALSE
2365,lengit₃,intransitive verb,"to make someone scarce, to disappear from the scene, to vanish",Puda muala pondona nang tala balengit,Puda took his shirt and disappeared,,,,,,,,,,,,,,,,rigap,lengi-lengit,,,FALSE
2366,lengit₄,intransitive verb,to appear and to disappear,manusia lengi-lengit,disappearing folk,,,,,,,,,,,,,,,,,,,,FALSE
2367,lengit₅,noun,"twilight, nearly dark, uncertain vision",,,,,,,,,,,,,,,,,,,,,,FALSE
2368,leo₁,,,,,,,,,,,,,,,,,,,,,baleo-leo,,,FALSE
2369,leo₂,intransitive verb,"to be covered with water, to be flooded (of a surface)",,,,,,,,,,,,,,,,,,,,,,FALSE
2370,lepa,noun,the plaited sago leaf exterior and interior of a sago-meal container,,,,,,,,,,,,,,,,,,"babat, tali oi",,,,FALSE
2371,lepa-lepa,noun,kind of small dug-out,,,,,,,,,,,,,,,,boat,,nyjong,,,,FALSE
2372,leper₁,noun,"spoon, shovel or spade, bailing tool made of bamboo",,,,,,,,,,,,,,,,utensil,,,,,,FALSE
2372,leper₂,noun,"spoon, shovel or spade, bailing tool made of bamboo",,,,,,,,,,,,,,,,tool,,,,,,FALSE
2373,lepik₁,verb,to place something under something,Botangi ia de itu mulepik puang.,"Before you put it there, put something under it.",,,,,,,,,,,,,,,,,lepik akang,,,FALSE
2374,lepik₂,verb,"to place something (a mat, saucer, etc.) under something at someone's request",,,,,,,,,,,,,,,,,,,balepik,,,FALSE
2375,lepik₃,intransitive verb,to have breakfast,,,,,,,,,,,,,,,,,,,palepikang,,,FALSE
2376,lepik₄,noun,"breakfast, as it is laid out on the table",,,,,,,,,,,,,,,,,,,lepi-lepik,,,FALSE
2377,lepik₅,noun,"something placed under another object (e.g., placemat, wedge under a table leg, etc.), a stand for pots, trivet, anvil",,,,,,,,,,,,,,,,,,,,,,FALSE
2378,ler,noun,neck,,,,,,,,,,,,,,,,body,,,,"ler pokona \df the length of the neck, incl. the nape and base of the neck \sf  body",,FALSE
2379,lesa₁,noun,food (for the sultan),,,,,,,,,,,,,,,,,,,balesa,,,FALSE
2380,lesa₂,intransitive verb,"to eat, a term used to invite court officials and nobles",,,,,,,,,,,,,,,court,,,,,,,FALSE
2381,les₁,noun,"contribution, share (in an expense), dues",,,,,,,,,,,,,,,,,,,,,,FALSE
2382,les₂,noun,the frame of a door,,,,,,,,,,,,,,,,house,,,,,,FALSE
2383,leta,intransitive verb,to have a hare-lip,,,,,,,,,,,,,,,,body,,,,,,FALSE
2384,lewang,noun,"a stationary, erect blade used to husk coconuts <husker>",,,,,,,,,,,,,,,,tool,,,,,,FALSE
2385,lia₁,intransitive verb,"to have vision, to be able to see, to perceive, to have a viewpoint",kulia sodo kamí botangi silóng ka ba: itu,"In my view, you should put a shed up",,,,,,,,,,,,,,,,,,,,FALSE
2386,lia₂,verb,to see something,sarumanta haiku de mana ni alengo asar kita lia mo,"So, where is that friend of ours? At",,,,,,,,,,,,,,,,,liai,,,FALSE
2387,lia₃,verb,to look at something for someone,,,,,,,,,,,,,,,,,,,lia akang,,,FALSE
2388,lia₄,verb,to look after something at someone's request,,,,,,,,,,,,,,,,,,,balia,,,FALSE
2389,lia₅,intransitive verb,"to engage in viewing and gazing, to copy from someone's test",,,,,,,,,,,,,,,,,,,balia-lia:ng,,,FALSE
2390,lia₆,intransitive verb,"to see someone, to be close enough to see someone (of distances, e.g. between houses)",,,,,,,,,,,,,,,,,,tauli,lia-lia,,,FALSE
2391,lia₇,verb,"to look repeatedly or for some time at something, to gaze",talia-lia ka bawa mini lao-lao de karang-karang,"We looked steadily downwards, like",,,,,,,,,,,,,,,,,,,,FALSE
2392,liar,intransitive verb,"wild, undomesticated",,,,,,,,,,,,,,,,,,,,,,FALSE
2393,licing,intransitive verb,"wiped clean, without a crumb left, smooth, without thorns or protrusions",,,,,,,,,,,,,,,,,,"ambulung licing, lumba-lumba licing",,,,FALSE
2394,lida,noun,tongue,,,,,,,,,,,,,,,,body,,,,"lida nalipat \df to speak incorrectly, to experience a slip of the tongue \crm  peto lidana",,FALSE
2395,lida bebe,noun,"kind of marsh plant, kind of fern",,,,,,,,,,,,,"Monochoria vaginalis, Crypsinus stenophyllus",,,plant,,,,,,FALSE
2396,lida buaya,noun,"kind of plant, the aloe",,,,,,,,,,,,,Aloe vera,,,plant,,,,,,FALSE
2397,lidi,noun,dry midrib of a palm frond or leaf,,,,,,,,,,,,,,,,,,,,,,FALSE
2398,lika-lika₁,noun,"kind oftrap in which the prey stumbles into a shallow pit where a snare for its leg has, kind of baited snare which is jerked by the hunter when the prey, usually a bird, comes to",,,,,,,,,,,,,,,,,,,nalika-lika,,,FALSE
2399,lika-lika₂,intransitive verb,"to have erred, stumbled or faltered",,,,,,,,,,,,,,,,,,tamboang,,,,FALSE
2400,lilap₁,noun,lightning,,,,,,,,,,,,,,,,,,,balilap,,,FALSE
2401,lilap₂,intransitive verb,to be characterized by a flash of lightning,,,,,,,,,,,,,,,,,,,balilap-lilap,,,FALSE
2402,lilap₃,intransitive verb,to be characterized by continuous flashes of lightning,,,,,,,,,,,,,,,,natural phenomenon,,,,,,FALSE
2403,lilis₁,,,,,,,,,,,,,,,,,,,,,lilisi,,,FALSE
2404,lilis₂,verb,to slice around the edge of coconut flesh,,,,,,,,,,,,,,,,,,,lilis akang,,,FALSE
2405,lilis₃,verb,to slice around something for someone else,,,,,,,,,,,,,,,,,,,,,,FALSE
2406,lilit₁,,,,,,,,,,,,,,,,,,,,,liliti,,,FALSE
2407,lilit₂,verb,"to wrap around something, to encircle something",Muliliti kapalaku nang salia hadiki.,Please wrap some cloth around my head.,,,,,,,,,,,,,,,,,lilit akang,,,FALSE
2408,lilit₃,verb,to coil something at someone's request,,,,,,,,,,,,,,,,,,,balilit,,,FALSE
2409,lilit₄,intransitive verb,"to be coiled around, e.g. a snake on a branch",,,,,,,,,,,,,,,,,,,palili-lilit,,,FALSE
2410,lilit₅,intransitive verb,to go in circles,,,,,,,,,,,,,,,,,,,,,,FALSE
2411,lima,numeral,five,,,,,,,,,,,,,,,,,,,,lima pulu \df fifty,,FALSE
2412,limo,noun,various kind of citrus fruit,,,,,,,,,,,,,Rutaceae,,,plant,,,,"limo amas \df kind of sweet citrus, possibly \sn Citrus aurantiaca \sf  plant, limo cuit \df kind of small citrus, sweet orange, \sn Citrus sinensis \sf  plant, limo joro puru \df kind of citrus with a bumpy skin, \sn Citrus hystrix \sf  plant, limo kapal \df kind of large citrus,  pomelo, \sn Citrus maxima \sf  plant, limo nipis \df kind of citrus, lime, \sn Citrus aurantiifolia \sf  plant, limo panycungut \df kind of citrus with a bumpy skin \sf  plant, limo pucat \df kind of citrus with a bumpy skin \sf  plant, limo soar \df kind of citrus with fragrant leaves \sf  plant",,FALSE
2413,limpa,noun,spleen,,,,,,,,,,,,,,,,body,,,,,,FALSE
2414,limpung₁,,,,,,,,,,,,,,,,,,,,,balimpung,,,FALSE
2415,limpung₂,intransitive verb,"to collect in large numbers, to form a crowd",Pasi balimpung de babide.,They formed a crowd at the shrine.,,,,,,,,,,,,,,,,,palimpungang,,,FALSE
2416,limpung₃,noun,"grand meeting place, meeting hall",,,,,,,,,,,,,,,,,,,,,,FALSE
2417,lindung,noun,late afternoon,,,,,,,,,,,,,,,,,,,,,,FALSE
2418,lindur,noun,"earthquake, tremor, after-shock",,,,,,,,,,,,,,,,natural phenomenon,,,,,,FALSE
2419,lintang₁,,,,,,,,,,,,,,,,,,,,,lintangi,,,FALSE
2420,lintang₂,transitive verb,"to cause something to cross, to put something on an angle against something",muala kumbar bena lintangi ka sana,Take some sago midribs and put them on an angle,,,,,,,,,,,,,,,,,lintang akang,,,FALSE
2421,lintang₃,transitive verb,to put something on an angle or across something (at someone's request),,,,,,,,,,,,,,,,,,,linta-lintang,,,FALSE
2422,lintang₄,noun,"mid-section, mid-course, in the middle",,,,,,,,,,,,,,,,,,,,,,FALSE
2423,lingga-lingga,noun,kind of tree,,,,,,,,,,,,,,,,plant,,,,,,FALSE
2424,linggang₁,,,,,,,,,,,,,,,,,,,,,linggangi,,,FALSE
2425,linggang₂,verb,to tilt something,,,,,,,,,,,,,,,,,,,linggangi akang,,,FALSE
2426,linggang₃,verb,to tilt something at someone's request,,,,,,,,,,,,,,,,,,,linggang akang,,,FALSE
2427,linggang₄,verb,to tilt something,,,,,,,,,,,,,,,,,,,,"linggang akang nyjong \df to tip a small boat left then right forcefully in order to remove water \af  balinggang \ps  vi \df to tilt and tip, to be unstable (e.g. a boat in water) \crm balibalinggarang",,FALSE
2428,linggua,noun,kind of tree which yields house and furniture timber,,,,,,,,,,,,,,,,plant,,,,,,FALSE
2429,lingkar₁,numeral classifier,"coil, strand, counter of ropes, chains, necklaces, etc.",,,,,,,,,,,,,,,,,,,,,,FALSE
2430,lingkar₂,transitive verb,"to coil up (rope, etc.)",,,,,,,,,,,,,,,,,,,,,,FALSE
2431,linyca,noun,"kind of medium-sized black louse which infests the hair, possibly a stage in the growth",,,,,,,,,,,,,,,,insect,,,,,,FALSE
2432,lipa-lipat,noun,the fold of the knee or elbow (i.e. the back of those joints),,,,,,,,,,,,,,,,body,,,,,,FALSE
2433,lipas,noun,"kind of insect, the cockroach, suborder Blattaria",,,,,,,,,,,,,,,,insect,,,,,,FALSE
2434,lipat₁,verb,"to fold, to beat someone up",,,,,,,,,,,,,,,,,,,lipati,,,FALSE
2435,lipat₂,verb,to fold something for someone,,,,,,,,,,,,,,,,,,,lipat akang,,,FALSE
2436,lipat₃,verb,to fold something at someone's request,,,,,,,,,,,,,,,,,,,balipat,,,FALSE
2437,lipat₄,intransitive verb,"to engage in folding something, to sit with legs folded, haunches resting on the heels <squat>",balipat pondo,to fold shirts ( as a chore),,,,,,,,,,,,,,,,,nalipat,,,FALSE
2438,lipat₅,intransitive verb,to be unintentionally folded,,,,,,,,,,,,,,,,,,,nalipat-lipat,,,FALSE
2439,lipat₆,verb,"to be folded back many times, to be all folded and creased, to have fallen backwards repeatedly",ibobar sigodo nalipat-lipat de itu,"He beat them until they crumbled, folded over, right",,,,,,,,,,,,,,,,,,,,FALSE
2440,lipu,noun,"village, town (main village)",anaseni ba: ba: baku de lipu ka,"Some youth took it to carry sago to (Amasing) town, I guess.",,,,,,,,,,,,,,,,,,lipu puna \df authentic Bacanese \crm  kampong,,FALSE
2441,lir₁,noun,"sap exuded from certain plants, incl. sago, after they have been notched or slashed",,,,,,,,,,,,,,,,,,,balír,,,FALSE
2442,lir₂,intransitive verb,to exude sap or any viscous liquid,karang bido ni balír mo e,Staghorn coral does not exude liquids (when burned to,,,,,,,,,,,,,,,,,,,,FALSE
2443,litas,intransitive verb,shaved bald (of heads),,,,,,,,,,,,,,,,,,,,,,FALSE
2444,liu₁,,,,,,,,,,,,,,,,,,,,,baliu,,,FALSE
2445,liu₂,intransitive verb,"to have an irresistible desire for certain foods, to crave (of pregnant women)",,,,,,,,,,,,,,,,,,,baliu akang,,,FALSE
2446,liu₃,intransitive verb,to crave something specific,,,,,,,,,,,,,,,,,,,,,,FALSE
2447,liur,noun,"spittle, phlegm",,,,,,,,,,,,,,,,body,,,,,,FALSE
2448,liwar₁,intransitive verb,wide,lombo-lombona cengke alengo takore liwara sameter,Those pits for planting clove,,,,,,,,,,,,,,,,,paliwari,,,FALSE
2449,liwar₂,verb,to widen something,paliwari kas,to widen an armoire,,,,,,,,,,,,,,,,,,,,FALSE
2450,liwat₁,verb,to cook (rice),,,,,,,,,,,,,,,,,,,,,,FALSE
2451,liwat₂,intransitive verb,cooked,pamasik liwat,cooked rice,,,,,,,,,,,,,,,,,liwati,,,FALSE
2452,liwat₃,verb,to cook (rice) for someone,,,,,,,,,,,,,,,,,,,liwat akang,,,FALSE
